market_hash_name,mean_price_usd,volatility,spike_count,risk_score_LogReg,safe_price_usd_LogReg
Patch | Black Mesa,0.6344827586206897,,42,0.9999998690628638,0.4758620897348561
G3SG1 | Digital Mesh (Minimal Wear),0.6666666666666666,,42,0.9999998687855481,0.5000000218690752
StatTrak™ Dual Berettas | Balance (Battle-Scarred),0.4736842105263157,,42,0.9999998685372062,0.3552631734626992
StatTrak™ Tec-9 | Bamboozle (Field-Tested),0.6333333333333333,,42,0.9999998681616477,0.47500002087440574
G3SG1 | Keeping Tabs (Well-Worn),0.2746478873239437,,42,0.9999998667979237,0.20598592463887497
StatTrak™ PP-Bizon | Jungle Slipstream (Factory New),0.3333333333333333,,42,0.9999998665180891,0.25000001112349257
StatTrak™ M4A1-S | Vaporwave (Battle-Scarred),338.2097902097902,1.8702292841386845,41,0.9999998179165007,253.65735805294818
XM1014 | Elegant Vines (Field-Tested),150.86666666666667,0.919831335311631,41,0.9999998067621003,113.15000728828944
StatTrak™ AUG | Plague (Field-Tested),0.9066666666666666,,41,0.9999997941140528,0.6800000466674814
Sawed-Off | Apocalypto (Minimal Wear),0.52,,41,0.9999997935571574,0.3900000268375695
Sticker | TRY (Holo) | Austin 2025,1.1476510067114094,,41,0.9999997933767831,0.8607383143163927
Sticker | NiKo (Glitter) | Copenhagen 2024,0.5066666666666667,,41,0.9999997931712185,0.38000002619831236
R8 Revolver | Memento (Well-Worn),0.584070796460177,,41,0.9999997925798398,0.4380531276321473
Sticker | kensizor (Holo) | Austin 2025,0.1972789115646258,,41,0.9999997921114642,0.14795919392647536
StatTrak™ M249 | Warbird (Battle-Scarred),0.6451612903225806,,41,0.9999997920739258,0.48387100127839905
Sticker | jeorge (Holo) | Austin 2025,0.2642857142857143,,41,0.9999997912325559,0.198214299507849
Sticker | siuhy (Holo) | Austin 2025,1.3066666666666666,,41,0.999999791077485,0.9800000682480215
StatTrak™ M249 | Spectre (Factory New),0.3066666666666666,,41,0.9999997908578464,0.2300000160342317
Sticker | Heresy (Holo),0.7432432432432432,,41,0.9999997908130926,0.5574324713016212
M4A4 | Steel Work (Factory New),0.32,,41,0.9999997896132437,0.24000001683094052
StatTrak™ MAC-10 | Ensnared (Factory New),0.4266666666666667,,41,0.9999997890081592,0.3200000225057964
StatTrak™ Tec-9 | Snek-9 (Minimal Wear),0.2933333333333333,,41,0.9999997871902992,0.22000001560604465
M4A1-S | Night Terror (Battle-Scarred),0.5933333333333334,,40,0.9999996717595534,0.44500004868899956
Sticker | Senzu (Holo) | Austin 2025,1.98,,40,0.9999996711534942,1.4850001627790201
M249 | Warbird (Field-Tested),0.7133333333333334,,40,0.9999996710997046,0.535000058653886
Sticker | SunPayus (Holo) | Austin 2025,0.6527777777777778,,40,0.9999996705906563,0.4895833870911082
FAMAS | Rapid Eye Movement (Battle-Scarred),0.2266666666666666,,40,0.9999996700455199,0.17000001869742049
Sticker | Liquid (Foil) | 2020 RMR,0.38,,40,0.9999996680611263,0.285000031534193
M249 | Magma (Minimal Wear),0.4932432432432432,,40,0.9999996679127959,0.3699324733823748
Charm | Lil' Squatch,0.38,,40,0.999999667792864,0.2850000315596779
StatTrak™ Desert Eagle | Serpent Strike (Battle-Scarred),0.5066666666666667,,40,0.9999996676334121,0.38000004209976784
Sticker | Maka (Holo) | Austin 2025,1.0337837837837838,,40,0.9999996675914872,0.7753379237474703
Sticker | lux (Holo) | Austin 2025,1.0492957746478873,,40,0.9999996673500621,0.786971918247959
Sticker | EliGE | Katowice 2019,0.1543624161073825,,40,0.999999666606609,0.11577182494638921
XM1014 | Black Tie (Minimal Wear),0.3133333333333333,,40,0.9999996662114623,0.23500002614676876
Sticker | Zeusception (Holo),0.2866666666666667,,40,0.9999996650344319,0.21500002400586574
P2000 | Red FragCam (Battle-Scarred),0.5704697986577181,,40,0.9999996647087243,0.4278523968116752
Sticker | OG (Holo) | Rio 2022,0.5878378378378378,,40,0.9999996645807917,0.44087842767140395
StatTrak™ MAG-7 | Popdog (Factory New),0.3448275862068966,,40,0.9999996643982647,0.2586207185863565
Autograph Capsule | Counter Logic Gaming | Cologne 2016,303.0531914893617,17.82449273040413,37,0.9999996007966941,227.28992386198027
Sticker | Chr1zN (Holo) | Austin 2025,0.4545454545454545,,39,0.9999994858651319,0.3409091493335077
Souvenir Charm | Austin 2025 Highlight | 1v2 Clutch,0.3461538461538461,,39,0.9999994812019535,0.25961542951136934
P90 | Reef Grief (Well-Worn),0.6066666666666667,,39,0.9999994785725134,0.4550000790831688
SSG 08 | Ghost Crusader (Minimal Wear),1.086666666666667,,39,0.9999994777689918,0.8150001418727574
StatTrak™ MP7 | Akoben (Factory New),0.6466666666666666,,39,0.9999994753197721,0.48500008482330353
StatTrak™ MP9 | Featherweight (Factory New),0.5533333333333333,,39,0.9999994749768731,0.4150000726281992
Glock-18 | Sacrifice (Factory New),1.1866666666666668,,39,0.9999994736741994,0.890000156143321
StatTrak™ MP5-SD | Liquidation (Factory New),0.5266666666666666,,39,0.9999994723793312,0.3950000694700547
Galil AR | Vandal (Minimal Wear),0.5466666666666666,,39,0.999999472194479,0.4100000721334212
StatTrak™ P250 | Ripple (Factory New),0.3466666666666667,,39,0.9999994717863149,0.2600000457785194
Sticker | Max (Holo),0.5034013605442177,,39,0.9999994709245953,0.3775510869924829
Sticker | Ninjas in Pyjamas (Holo) | Paris 2023,0.5,,39,0.9999994694949644,0.37500006631312943
Sticker | FalleN | Katowice 2019,0.6530612244897959,,39,0.9999994669383573,0.4897960053978192
Sticker | kioShiMa | Katowice 2019,0.3358208955223881,,39,0.9999994668507213,0.2518657164024581
Sticker | blameF (Holo) | Shanghai 2024,0.2661870503597122,,39,0.9999994578122047,0.1996403238506266
Tec-9 | Terrace (Battle-Scarred),1117.2204724409448,1.6549579486164785,38,0.9999992609391624,837.9155607541832
Desert Eagle | Sunset Storm 弐 (Minimal Wear),1444.7407407407406,1.4069417908212647,38,0.9999992497908708,1083.5558265199786
FAMAS | Yeti Camo (Well-Worn),0.6,,38,0.9999991778684529,0.450000123319732
Sticker | magixx (Holo) | Austin 2025,1.1,,38,0.9999991724338279,0.8250002275806974
StatTrak™ MP7 | Guerrilla (Field-Tested),0.9251700680272108,,38,0.9999991697741932,0.6938777430454246
Sticker | ANGE1 | Katowice 2019,0.3146853146853147,,38,0.9999991688841456,0.23601405139897455
FAMAS | Rapid Eye Movement (Well-Worn),0.24,,38,0.9999991687282839,0.18000004987630297
StatTrak™ MAG-7 | Heaven Guard (Field-Tested),0.2466666666666666,,38,0.9999991650557948,0.18500005148822593
SCAR-20 | Enforcer (Minimal Wear),0.4066666666666667,,38,0.9999991649642549,0.3050000848953007
StatTrak™ P250 | Inferno (Battle-Scarred),0.7872340425531915,,38,0.9999991633586659,0.5904256965730286
Sticker | efire (Holo) | Austin 2025,0.1188811188811188,,38,0.9999991623951793,0.08916086405468866
Nova | Koi (Minimal Wear),0.6,,38,0.9999991620689377,0.4500001256896593
USP-S | Alpine Camo (Well-Worn),0.7666666666666667,,38,0.9999991618141657,0.575000160652285
Sticker | TYLOO (Holo) | 2020 RMR,0.2733333333333333,,38,0.9999991600271109,0.20500005739814742
Sticker | Boombl4 (Holo) | Austin 2025,0.273972602739726,,38,0.9999991595520996,0.2054795096197192
Sticker | Rare Atom (Glitter) | Shanghai 2024,0.4066666666666667,,38,0.9999991591214566,0.30500008548931856
StatTrak™ MAG-7 | Cobalt Core (Minimal Wear),0.44,,38,0.999999158508067,0.3300000925641126
Sticker | Boombl4 (Holo) | Antwerp 2022,0.4822695035460992,,38,0.9999991582454855,0.3617022291477074
Glock-18 | Catacombs (Factory New),0.5733333333333334,,38,0.9999991573127229,0.4300001207851764
Sticker | yuurih (Holo) | Stockholm 2021,0.1891891891891892,,38,0.9999991563836208,0.1418919317926666
StatTrak™ SCAR-20 | Grotto (Minimal Wear),0.2666666666666666,,38,0.9999991561831255,0.20000005625445827
StatTrak™ Desert Eagle | Bronze Deco (Minimal Wear),0.2933333333333333,,38,0.9999991520838383,0.22000006218051849
Dual Berettas | Melondrama (Battle-Scarred),0.2666666666666666,,38,0.9999991514931129,0.20000005656712574
Sticker | North (Holo) | Berlin 2019,0.1208053691275167,,38,0.9999991472341718,0.0906040526003102
"Sticker | broky (Holo, Champion) | Antwerp 2022",0.1933333333333333,,38,0.9999991470890652,0.1450000412240285
Desert Eagle | Mint Fan (Well-Worn),0.6533333333333333,,37,0.9999986944021402,0.4900002132476505
Sticker | Techno4K (Holo) | Austin 2025,0.28,,37,0.9999986899689672,0.21000009170217232
StatTrak™ AUG | Amber Slipstream (Factory New),0.9133333333333332,,37,0.9999986831508861,0.6850003006805475
Sticker | Hello M4A4,0.7248322147651006,,37,0.9999986809795723,0.5436244000909499
M4A1-S | VariCamo (Minimal Wear),0.9,,37,0.9999986805677464,0.675000296872257
Galil AR | Metallic Squeezer (Minimal Wear),0.3466666666666667,,37,0.9999986773709458,0.2600001146278514
Nova | Wurst Hölle (Minimal Wear),0.38,,37,0.999998676647643,0.28500012571847394
Sealed Graffiti | Broken Heart (Bazooka Pink),0.5594405594405595,,37,0.9999986762644971,0.4195806047182522
Sticker | FaZe Clan | Berlin 2019,0.625,,37,0.99999867353996,0.46875020725938127
Sticker | Cheongsam (Holo),0.6333333333333333,,37,0.9999986721452992,0.47500021024366096
StatTrak™ Galil AR | Firefight (Field-Tested),0.7333333333333333,,37,0.9999986716774555,0.5500002435257998
StatTrak™ CZ75-Auto | Polymer (Factory New),0.7466666666666667,,37,0.999998670662661,0.56000024814297
StatTrak™ M249 | Aztec (Battle-Scarred),0.5942028985507246,,37,0.9999986674860039,0.44565237185896317
Sticker | vexite (Holo) | Austin 2025,0.4117647058823529,,37,0.9999986667119474,0.3088236666620054
Sticker | sk0R (Holo) | Paris 2023,0.1476510067114094,,37,0.9999986660311155,0.11073830427401923
MAC-10 | Strats (Well-Worn),0.4615384615384615,,37,0.9999986655368824,0.34615400013035974
Sticker | Brollan (Gold) | Shanghai 2024,0.5302013422818792,,37,0.9999986653010591,0.3976511836262019
P250 | Supernova (Well-Worn),0.8156028368794326,,37,0.9999986625294464,0.611702400370769
Sticker | Vitality (Foil) | Stockholm 2021,0.54,,37,0.999998662142713,0.4050001806107338
Sticker | Dead Eye,0.5933333333333334,,37,0.9999986589284134,0.4450001989256187
Souvenir SG 553 | Fallout Warning (Field-Tested),0.56,,37,0.9999986559160257,0.42000018817175644
Sticker | Fnatic (Holo) | Rio 2022,0.6466666666666666,,37,0.9999986551758131,0.48500021741324356
Sticker | NBK- | Boston 2018,0.2651515151515151,,37,0.99999864388315,0.19886372625774568
Sticker | Grim (Holo) | Shanghai 2024,0.2695035460992908,,37,0.9999986418760123,0.20212775107927575
Sticker | FaNg (Holo) | Antwerp 2022,0.2928571428571428,,37,0.9999986401783761,0.219642956701226
Sticker | gxx- (Holo) | Antwerp 2022,0.1830985915492957,,37,0.9999986393755756,0.1373240059440757
MAG-7 | Copper Coated (Minimal Wear),0.28,,37,0.9999986390579726,0.21000009526594193
Sticker | donk (Foil) | Austin 2025,0.9933333333333332,,36,0.9999979392072442,0.7450005117635343
Sticker | NertZ (Gold) | Austin 2025,1.346666666666667,,36,0.9999979130112969,1.0100007026195303
Glock-18 | Ocean Topo (Factory New),0.4733333333333333,,36,0.9999979083525472,0.3550002475116152
Sticker | Xant3r (Holo) | Austin 2025,0.15,,36,0.9999979070270966,0.11250007848648387
Sticker | khaN (Holo) | Austin 2025,0.3586206896551724,,36,0.9999978971084938,0.2689657057764799
Sticker | Zyphon (Holo) | Rio 2022,0.3597122302158273,,36,0.9999978961024282,0.2697843618612924
StatTrak™ Tec-9 | Slag (Factory New),0.5333333333333333,,36,0.9999978956306649,0.400000280582578
Sticker | dumau (Holo) | Austin 2025,1.6344827586206896,,36,0.999997895238889,1.225862929014454
P2000 | Wicked Sick (Battle-Scarred),0.2933333333333333,,36,0.9999978948488369,0.22000015437775192
Sticker | alex666 (Holo) | Austin 2025,1.16,,36,0.9999978916045642,0.8700006114346763
Sticker | xfl0ud (Holo) | Austin 2025,0.5769230769230769,,36,0.9999978901374502,0.4326926119994062
R8 Revolver | Amber Fade (Well-Worn),0.8776978417266187,,36,0.9999978896937997,0.6582738443477634
Souvenir Galil AR | Cold Fusion (Well-Worn),0.5531914893617021,,36,0.9999978835220666,0.41489390972567164
StatTrak™ Nova | Gila (Field-Tested),0.6466666666666666,,36,0.9999978817597378,0.4850003424488424
M249 | Deep Relief (Field-Tested),0.2466666666666666,,36,0.9999978542659477,0.1850001323202665
MP9 | Storm (Well-Worn),0.2391304347826087,,36,0.9999978521173283,0.17934795449298582
P90 | Elite Build (Factory New),0.3533333333333333,,36,0.9999978422555313,0.26500019060076135
Sealed Graffiti | Rage,0.44,,36,0.999997842074812,0.33000023737177064
Sticker | Brollan (Gold) | Paris 2023,0.3669064748201439,,36,0.9999978419593034,0.275180054064884
Galil AR | Vandal (Field-Tested),0.1066666666666666,,36,0.9999978364214105,0.080000057695429
MAC-10 | Saibā Oni (Well-Worn),0.1333333333333333,,36,0.9999978285750768,0.10000007238083077
Sticker | syrsoN (Holo) | Rio 2022,0.2519083969465648,,36,0.9999978218309555,0.18893143488469166
Souvenir Charm | Austin 2025 Highlight | w0nderful Combat AWP,46.95238095238095,7.514659502370865,34,0.9999967799082887,35.2143235120289
Sticker | Jerry (Foil) | Berlin 2019,0.8796992481203008,,35,0.9999966867533427,0.6597751647553739
StatTrak™ MAG-7 | Sonar (Factory New),0.74,,35,0.9999966641973214,0.5550006171234955
Souvenir Charm | Austin 2025 Highlight | 910 Spray and Pray,5.228571428571429,,35,0.999996663336485,3.921432932924452
Sticker | piriajr (Holo) | Austin 2025,0.2027972027972027,,35,0.9999966628435886,0.15209807128939842
Sticker | JamYoung | Austin 2025,0.6266666666666667,,35,0.9999966615039283,0.4700005230310512
"StatTrak™ Music Kit | Humanity's Last Breath, Void",0.3133333333333333,,35,0.9999966557124117,0.23500026196919438
Sticker | sh1ro (Holo) | Stockholm 2021,0.36,,35,0.9999966541684175,0.2700003011248424
FAMAS | Rapid Eye Movement (Field-Tested),0.8066666666666666,,35,0.9999966510116481,0.6050006753793177
Sticker | frozen (Holo) | Austin 2025,2.4066666666666667,,35,0.9999966483411769,1.805002016581392
"Sticker | ZywOo (Holo, Champion) | Paris 2023",0.7866666666666666,,35,0.9999966448012014,0.5900006598557638
