market_hash_name,mean_price_usd,volatility,spike_count,risk_score_SVM,formula_price,ml_price,price_difference
M4A1-S | VariCamo (Well-Worn),0.0,,0,0,0.0,0.0,0.0
M4A1-S | Wash me plz (Battle-Scarred),0.0,,0,0,0.0,0.0,0.0
M4A1-S | Wash me plz (Field-Tested),0.0,,0,0,0.0,0.0,0.0
M4A1-S | Wash me plz (Minimal Wear),0.0,,0,0,0.0,0.0,0.0
M4A1-S | Wash me plz (Well-Worn),0.0,,0,0,0.0,0.0,0.0
M4A1-S | Welcome to the Jungle (Battle-Scarred),699.4503816793894,0.0404900572106532,0,0,699.4503816793894,687.0,-12.450381679389352
M4A1-S | Welcome to the Jungle (Factory New),3099.613333333333,0.0488415956338729,0,0,3099.613333333333,3073.3509640859534,-26.26236924737941
M4A1-S | Welcome to the Jungle (Field-Tested),1095.489932885906,0.0305034264735363,0,0,1095.489932885906,1039.0,-56.489932885906
M4A1-S | Welcome to the Jungle (Minimal Wear),1758.4133333333334,0.0324694953105316,0,0,1758.4133333333334,1521.0,-237.4133333333334
M4A1-S | Welcome to the Jungle (Well-Worn),732.8671328671329,0.0348075488325771,0,0,732.8671328671329,716.0,-16.86713286713291
M4A4 | Asiimov (Battle-Scarred),78.92666666666666,0.0292211081954788,0,0,78.92666666666666,77.0,-1.9266666666666623
M4A4 | Asiimov (Field-Tested),230.4,0.0884577546564316,0,0,230.4,209.0,-21.400000000000006
M4A4 | Asiimov (Well-Worn),116.96666666666668,0.0445912091623114,0,0,116.96666666666668,105.0,-11.966666666666683
M4A4 | Bullet Rain (Battle-Scarred),76.65853658536585,0.0440111268033814,0,0,76.65853658536585,69.0,-7.658536585365852
M4A4 | Bullet Rain (Factory New),267.9533333333333,0.1051585054034461,1,0,267.9533333333333,265.9562383147609,-1.997095018572395
M4A4 | Bullet Rain (Field-Tested),26.126666666666665,0.1151268335204921,1,0,26.126666666666665,25.180044954052242,-0.946621712614423
M4A4 | Bullet Rain (Minimal Wear),57.7,0.1004924992193258,1,0,57.7,56.401704963377846,-1.2982950366221573
M4A4 | Bullet Rain (Well-Worn),39.01503759398496,0.2603359326970834,4,0,39.01503759398496,37.97351202419854,-1.0415255697864154
M4A4 | Buzz Kill (Battle-Scarred),17.74,0.2695080676755845,3,0,17.74,16.9003434027365,-0.8396565972634988
M4A4 | Buzz Kill (Factory New),273.06666666666666,0.0754990645358954,0,0,273.06666666666666,263.724536914778,-9.342129751888649
M4A4 | Buzz Kill (Field-Tested),38.44,0.1135454626336384,2,0,38.44,37.849090362404624,-0.5909096375953737
M4A4 | Buzz Kill (Minimal Wear),80.50666666666666,0.0919930810432293,0,0,80.50666666666666,80.24679939341317,-0.2598672732534908
M4A4 | Buzz Kill (Well-Worn),24.166666666666668,0.2015367900539861,5,0,24.166666666666668,23.341386202032037,-0.8252804646346306
M4A4 | Choppa (Battle-Scarred),0.0,,0,0,0.0,0.0,0.0
M4A4 | Choppa (Field-Tested),0.0,,0,0,0.0,0.0,0.0
M4A4 | Choppa (Minimal Wear),0.0,,0,0,0.0,0.0,0.0
M4A4 | Choppa (Well-Worn),0.0,,0,0,0.0,0.0,0.0
M4A4 | Converter (Field-Tested),0.0,,0,0,0.0,0.0,0.0
M4A4 | Converter (Minimal Wear),0.0066666666666666,,7,0,0.0066666666666666,0.0,-0.0066666666666666
M4A4 | Cyber Security (Battle-Scarred),21.406666666666663,0.0375533318180226,0,0,21.406666666666663,16.0,-5.406666666666663
M4A4 | Cyber Security (Factory New),176.66666666666666,0.0891870911296925,1,0,176.66666666666666,174.94449376368777,-1.7221729029788833
M4A4 | Cyber Security (Field-Tested),27.006666666666668,0.0842782195118252,1,0,27.006666666666668,22.0,-5.006666666666668
M4A4 | Cyber Security (Minimal Wear),53.42666666666667,0.0870059314849694,0,0,53.42666666666667,53.42666666666667,0.0
M4A4 | Cyber Security (Well-Worn),22.79054054054054,0.0496845753275044,0,0,22.79054054054054,16.0,-6.79054054054054
M4A4 | Dark Blossom (Battle-Scarred),31.74074074074074,0.0583019223985755,0,0,31.74074074074074,27.0,-4.7407407407407405
M4A4 | Dark Blossom (Factory New),55.61333333333334,0.0870026426511888,0,0,55.61333333333334,53.84507991658122,-1.768253416752117
M4A4 | Dark Blossom (Field-Tested),28.966216216216218,0.0549834008004859,0,0,28.966216216216218,15.0,-13.966216216216218
M4A4 | Dark Blossom (Minimal Wear),30.389261744966444,0.0872893765732442,1,0,30.389261744966444,21.0,-9.389261744966444
M4A4 | Dark Blossom (Well-Worn),36.796992481203006,0.170494133188585,4,0,36.796992481203006,16.0,-20.796992481203006
M4A4 | Daybreak (Factory New),862.1133333333333,0.0547613196801515,0,0,862.1133333333333,853.1994804752311,-8.913852858102246
M4A4 | Daybreak (Field-Tested),704.5333333333333,0.2322794950129334,6,0,704.5333333333333,686.1686023646481,-18.364730968685194
M4A4 | Daybreak (Minimal Wear),708.0373134328358,0.123928851163882,3,0,708.0373134328358,695.6819911137833,-12.355322319052561
M4A4 | Daybreak (Well-Worn),794.4,0.203543171146613,1,0,794.4,703.0,-91.39999999999998
M4A4 | Desert Storm (Battle-Scarred),27.581967213114755,0.1999104404982657,5,0,27.581967213114755,13.0,-14.581967213114755
M4A4 | Desert Storm (Factory New),63.97058823529412,0.1396890286781157,2,0,63.97058823529412,62.90340828883595,-1.0671799464581753
M4A4 | Desert Storm (Field-Tested),18.10204081632653,0.0665878403897523,0,0,18.10204081632653,12.0,-6.102040816326529
M4A4 | Desert Storm (Minimal Wear),20.166666666666668,0.0586742523815716,0,0,20.166666666666668,13.0,-7.166666666666668
M4A4 | Desert Storm (Well-Worn),21.766129032258064,0.1717666554836562,5,0,21.766129032258064,13.0,-8.766129032258064
M4A4 | Desert-Strike (Battle-Scarred),7.628378378378378,0.1857166221297343,2,0,7.628378378378378,7.474901225187048,-0.15347715319133037
M4A4 | Desert-Strike (Factory New),89.99333333333334,0.1242562702769621,1,0,89.99333333333334,89.99333333333334,0.0
M4A4 | Desert-Strike (Field-Tested),7.666666666666667,0.1400623287620991,3,0,7.666666666666667,7.666666666666667,0.0
M4A4 | Desert-Strike (Minimal Wear),19.05333333333333,0.1442029757419604,0,0,19.05333333333333,18.62561250780848,-0.427720825524851
M4A4 | Desert-Strike (Well-Worn),9.741666666666667,0.1644945422707681,1,0,9.741666666666667,9.264326018033278,-0.47734064863338865
M4A4 | Desolate Space (Battle-Scarred),5.873333333333333,0.0797634308294189,0,0,5.873333333333333,5.0,-0.8733333333333331
M4A4 | Desolate Space (Factory New),75.33333333333333,0.1012387470331956,1,0,75.33333333333333,63.0,-12.333333333333329
M4A4 | Desolate Space (Field-Tested),6.62,0.0643114952623648,0,0,6.62,6.056483181841718,-0.5635168181582824
M4A4 | Desolate Space (Minimal Wear),14.12,0.0968327013334437,0,0,14.12,14.0,-0.11999999999999922
M4A4 | Desolate Space (Well-Worn),5.96,0.0677492595639085,0,0,5.96,5.824701630753366,-0.13529836924663385
M4A4 | Etch Lord (Battle-Scarred),0.0,,0,0,0.0,0.0,0.0
M4A4 | Etch Lord (Factory New),4.22,0.2019069845984164,3,0,4.22,4.0,-0.21999999999999975
M4A4 | Etch Lord (Field-Tested),0.0,,0,0,0.0,0.0,0.0
M4A4 | Etch Lord (Well-Worn),0.0,,0,0,0.0,0.0,0.0
M4A4 | Evil Daimyo (Battle-Scarred),1.18,0.2048079801297601,5,0,1.18,1.0,-0.17999999999999994
M4A4 | Evil Daimyo (Factory New),11.06,0.1138372815262607,0,0,11.06,8.0,-3.0600000000000005
M4A4 | Evil Daimyo (Minimal Wear),2.513333333333333,0.1030955419565182,1,0,2.513333333333333,2.4806521342167422,-0.03268119911659095
M4A4 | Evil Daimyo (Well-Worn),1.4666666666666666,0.1783568714395301,4,0,1.4666666666666666,1.3361170908002882,-0.1305495758663784
M4A4 | Eye of Horus (Battle-Scarred),133.51006711409397,0.0249077722123037,0,0,133.51006711409397,110.0,-23.51006711409397
M4A4 | Eye of Horus (Factory New),763.4266666666666,0.0585864028761958,0,0,763.4266666666666,760.7228773671172,-2.703789299549385
M4A4 | Eye of Horus (Field-Tested),213.63333333333333,0.042562171601851,0,0,213.63333333333333,170.0,-43.633333333333326
M4A4 | Eye of Horus (Minimal Wear),382.3733333333333,0.052677232883808,0,0,382.3733333333333,373.0,-9.373333333333278
M4A4 | Eye of Horus (Well-Worn),170.0845070422535,0.0418180364955155,0,0,170.0845070422535,131.0,-39.084507042253506
M4A4 | Faded Zebra (Battle-Scarred),3.875,0.0701175354297089,0,0,3.875,3.8392250231312928,-0.03577497686870723
M4A4 | Faded Zebra (Field-Tested),3.526666666666667,0.1443053606917383,2,0,3.526666666666667,3.0,-0.5266666666666668
M4A4 | Faded Zebra (Minimal Wear),4.98,0.1330253232659134,2,0,4.98,4.616585227577521,-0.36341477242247944
M4A4 | Faded Zebra (Well-Worn),3.8333333333333335,0.1392297781765662,1,0,3.8333333333333335,3.807826584001664,-0.02550674933166963
M4A4 | Full Throttle (Battle-Scarred),42.86842105263158,0.0698125860809309,0,0,42.86842105263158,38.0,-4.868421052631582
M4A4 | Full Throttle (Factory New),647.6052631578947,0.1025880341887747,0,0,647.6052631578947,391.0,-256.6052631578947
M4A4 | Full Throttle (Field-Tested),74.15789473684211,0.0865341796526832,0,0,74.15789473684211,54.0,-20.15789473684211
M4A4 | Full Throttle (Minimal Wear),170.23684210526315,0.1042468883687696,0,0,170.23684210526315,110.0,-60.23684210526315
M4A4 | Full Throttle (Well-Worn),47.89473684210526,0.0761794694696705,0,0,47.89473684210526,40.0,-7.89473684210526
M4A4 | Global Offensive (Battle-Scarred),33.078125,0.0880756379121804,0,0,33.078125,19.0,-14.078125
M4A4 | Global Offensive (Factory New),42.68666666666667,0.0914003798928047,0,0,42.68666666666667,41.59078441048022,-1.0958822561864494
M4A4 | Global Offensive (Field-Tested),28.026845637583893,0.0905750358125508,2,0,28.026845637583893,19.0,-9.026845637583893
M4A4 | Global Offensive (Minimal Wear),28.346666666666668,0.0655601627133076,0,0,28.346666666666668,20.0,-8.346666666666668
M4A4 | Global Offensive (Well-Worn),32.357142857142854,0.0839657463313367,0,0,32.357142857142854,30.645973719366015,-1.7111691377768388
M4A4 | Griffin (Battle-Scarred),1.3221476510067114,0.2069104748379329,5,0,1.3221476510067114,1.2266248745211648,-0.09552277648554663
M4A4 | Griffin (Factory New),25.086666666666662,0.1405514353573216,1,0,25.086666666666662,23.829225475580852,-1.2574411910858103
M4A4 | Griffin (Minimal Wear),3.486666666666667,0.1794838788998404,2,0,3.486666666666667,3.1229736611853856,-0.36369300548128125
M4A4 | Griffin (Well-Worn),3.2403846153846154,0.0765187547318176,0,0,3.2403846153846154,2.88992198878772,-0.35046262659689553
M4A4 | Hellfire (Battle-Scarred),48.27272727272727,0.1665719500795756,1,0,48.27272727272727,39.0,-9.272727272727273
M4A4 | Hellfire (Factory New),396.7733333333333,0.0893476251650566,0,0,396.7733333333333,388.46192407364987,-8.311409259683444
M4A4 | Hellfire (Field-Tested),75.67785234899328,0.1250976482276189,3,0,75.67785234899328,75.44502883900692,-0.23282350998636048
M4A4 | Hellfire (Minimal Wear),139.74666666666667,0.102742308033893,0,0,139.74666666666667,138.15097343010203,-1.5956932365646423
M4A4 | Hellfire (Well-Worn),62.71212121212121,0.1593073764310674,3,0,62.71212121212121,62.29591339434987,-0.41620781777134397
M4A4 | Hellish (Battle-Scarred),15.22,0.0566449566743937,0,0,15.22,13.0,-2.2200000000000006
M4A4 | Hellish (Factory New),261.9066666666667,0.0834666544374137,0,0,261.9066666666667,261.9066666666667,0.0
M4A4 | Hellish (Field-Tested),35.373333333333335,0.0734691039174346,0,0,35.373333333333335,30.0,-5.373333333333335
M4A4 | Hellish (Minimal Wear),80.97333333333333,0.0738035795405224,0,0,80.97333333333333,80.32630163932585,-0.647031694007481
M4A4 | Hellish (Well-Worn),16.893333333333334,0.0553636402244433,0,0,16.893333333333334,15.0,-1.8933333333333344
M4A4 | Howl (Factory New),8148.526666666667,0.0259433277414116,0,0,8148.526666666667,7608.0,-540.5266666666666
M4A4 | Howl (Field-Tested),4913.919463087248,0.0255492318182496,0,0,4913.919463087248,4641.0,-272.919463087248
M4A4 | Howl (Minimal Wear),5849.993333333333,0.0341057800019003,0,0,5849.993333333333,5197.0,-652.9933333333329
M4A4 | Howl (Well-Worn),4718.132352941177,0.0417392724415741,0,0,4718.132352941177,4021.0,-697.1323529411766
M4A4 | In Living Color (Battle-Scarred),5.933333333333334,0.1442816159726341,2,0,5.933333333333334,5.807865944115299,-0.12546738921803424
M4A4 | In Living Color (Factory New),140.54,0.1002779390940079,1,0,140.54,138.2911072216332,-2.2488927783667805
M4A4 | In Living Color (Field-Tested),7.506666666666667,0.1111392089802506,1,0,7.506666666666667,7.10627840433429,-0.4003882623323767
M4A4 | In Living Color (Minimal Wear),26.25333333333333,0.1155242402455901,2,0,26.25333333333333,25.248904795031237,-1.0044285383020934
M4A4 | In Living Color (Well-Worn),7.583892617449664,0.1294226511000408,2,0,7.583892617449664,7.163726615206194,-0.42016600224347034
M4A4 | Jungle Tiger (Battle-Scarred),6.771653543307087,0.1563722297994133,2,0,6.771653543307087,6.173041926586928,-0.5986116167201594
M4A4 | Jungle Tiger (Field-Tested),4.806666666666667,0.1711271595960358,1,0,4.806666666666667,4.518756494007267,-0.2879101726593998
M4A4 | Jungle Tiger (Minimal Wear),9.986666666666666,0.08809374910057,0,0,9.986666666666666,9.690467629635252,-0.29619903703141404
M4A4 | Jungle Tiger (Well-Worn),5.992647058823529,0.1785067537965567,2,0,5.992647058823529,5.824701630753366,-0.16794542807016288
M4A4 | Magnesium (Battle-Scarred),0.0,,0,0,0.0,0.0,0.0
M4A4 | Magnesium (Factory New),4.026666666666666,0.122479349207673,0,0,4.026666666666666,3.960608796361854,-0.06605787030481247
M4A4 | Magnesium (Field-Tested),0.0,,0,0,0.0,0.0,0.0
M4A4 | Magnesium (Minimal Wear),0.0,,0,0,0.0,0.0,0.0
M4A4 | Magnesium (Well-Worn),0.0,,0,0,0.0,0.0,0.0
M4A4 | Mainframe (Battle-Scarred),0.0,,0,0,0.0,0.0,0.0
M4A4 | Mainframe (Field-Tested),0.0,,0,0,0.0,0.0,0.0
M4A4 | Mainframe (Minimal Wear),0.0,,0,0,0.0,0.0,0.0
M4A4 | Mainframe (Well-Worn),0.0,,0,0,0.0,0.0,0.0
M4A4 | Modern Hunter (Battle-Scarred),514.9837398373984,0.0160152103512091,0,0,514.9837398373984,507.2092919415739,-7.774447895824494
M4A4 | Modern Hunter (Factory New),545.264,0.0472144332423293,0,0,545.264,539.0831918540729,-6.180808145927131
M4A4 | Modern Hunter (Field-Tested),58.97241379310345,0.0377150293068115,0,0,58.97241379310345,57.0,-1.972413793103449
M4A4 | Modern Hunter (Minimal Wear),106.84172661870504,0.0381678208505508,0,0,106.84172661870504,105.48388814013846,-1.3578384785665776
M4A4 | Modern Hunter (Well-Worn),922.0909090909092,0.0011569202605662,0,0,922.0909090909092,909.6234371565162,-12.467471934393075
M4A4 | Naval Shred Camo (Battle-Scarred),0.0,,0,0,0.0,0.0,0.0
M4A4 | Naval Shred Camo (Field-Tested),0.0,,0,0,0.0,0.0,0.0
M4A4 | Naval Shred Camo (Minimal Wear),0.0,,0,0,0.0,0.0,0.0
M4A4 | Naval Shred Camo (Well-Worn),0.0,,0,0,0.0,0.0,0.0
M4A4 | Neo-Noir (Battle-Scarred),6.253333333333333,0.1824767262425147,1,0,6.253333333333333,5.981450835489551,-0.27188249784378193
M4A4 | Neo-Noir (Factory New),107.35333333333334,0.1077834553764703,1,0,107.35333333333334,105.6530232597718,-1.700310073561539
M4A4 | Neo-Noir (Field-Tested),7.48,0.0931132088435117,0,0,7.48,7.079226120449338,-0.40077387955066257
M4A4 | Neo-Noir (Minimal Wear),20.206666666666667,0.0981734185443019,0,0,20.206666666666667,19.743469324040802,-0.46319734262586465
M4A4 | Neo-Noir (Well-Worn),6.6066666666666665,0.154578819848877,1,0,6.6066666666666665,6.056483181841718,-0.5501834848249487
M4A4 | Poly Mag (Battle-Scarred),0.0,,0,0,0.0,0.0,0.0
M4A4 | Poly Mag (Field-Tested),0.0,,0,0,0.0,0.0,0.0
M4A4 | Poly Mag (Minimal Wear),0.0,,0,0,0.0,0.0,0.0
M4A4 | Poly Mag (Well-Worn),0.0,,0,0,0.0,0.0,0.0
M4A4 | Polysoup (Battle-Scarred),3.433333333333333,0.1263869384943727,0,0,3.433333333333333,3.1119101122007096,-0.32142322113262356
M4A4 | Polysoup (Factory New),32.806666666666665,0.1249507553278787,2,0,32.806666666666665,30.991957564375465,-1.8147091022912
M4A4 | Polysoup (Field-Tested),5.386666666666667,0.1197063940841202,1,0,5.386666666666667,5.256377769995001,-0.130288896671666
M4A4 | Polysoup (Minimal Wear),12.713333333333331,0.113134224268301,1,0,12.713333333333331,12.554734810674155,-0.15859852265917596
M4A4 | Polysoup (Well-Worn),4.36734693877551,0.1207935753529648,1,0,4.36734693877551,4.090716476083681,-0.2766304626918288
M4A4 | Poseidon (Factory New),2599.0,0.0578208140060206,0,0,2599.0,2557.9747252517136,-41.02527474828639
M4A4 | Poseidon (Field-Tested),1393.5391304347827,0.0915660339296159,1,0,1393.5391304347827,1380.0320065751175,-13.507123859665171
M4A4 | Poseidon (Minimal Wear),1224.486666666667,0.0430249066169752,0,0,1224.486666666667,1222.3873391421405,-2.099327524526416
M4A4 | Radiation Hazard (Battle-Scarred),28.35766423357664,0.0170866529889292,0,0,28.35766423357664,26.0,-2.3576642335766387
M4A4 | Radiation Hazard (Factory New),509.47222222222223,0.0831761863125694,1,0,509.47222222222223,504.52734891540524,-4.944873306816987
M4A4 | Radiation Hazard (Field-Tested),31.6,0.0704343739938848,0,0,31.6,24.0,-7.600000000000001
M4A4 | Radiation Hazard (Minimal Wear),103.67333333333332,0.0413006053938879,0,0,103.67333333333332,91.0,-12.673333333333318
M4A4 | Radiation Hazard (Well-Worn),32.791666666666664,0.0574581776104896,1,0,32.791666666666664,27.0,-5.791666666666664
M4A4 | Red DDPAT (Factory New),130.74,0.0718631054400281,1,0,130.74,130.74,0.0
M4A4 | Red DDPAT (Field-Tested),105.52631578947368,0.0852330099928009,2,0,105.52631578947368,101.0,-4.526315789473685
M4A4 | Red DDPAT (Minimal Wear),105.11888111888112,0.0318475487531329,0,0,105.11888111888112,102.0,-3.11888111888112
M4A4 | Red DDPAT (Well-Worn),136.71186440677965,0.0346287586851596,0,0,136.71186440677965,134.95888943336786,-1.7529749734117956
M4A4 | Royal Paladin (Battle-Scarred),9.686666666666667,0.1283758813116812,1,0,9.686666666666667,9.244810278676763,-0.4418563879899047
M4A4 | Royal Paladin (Factory New),246.08666666666667,0.0913372621984972,1,0,246.08666666666667,241.85807218776768,-4.228594478898998
M4A4 | Royal Paladin (Field-Tested),11.08,0.1310509194335845,3,0,11.08,10.451368762543893,-0.6286312374561067
M4A4 | Royal Paladin (Minimal Wear),46.8,0.1026007743018543,0,0,46.8,45.12813258396109,-1.671867416038907
M4A4 | Royal Paladin (Well-Worn),11.358620689655172,0.2205245469068442,3,0,11.358620689655172,10.803801133638594,-0.5548195560165787
M4A4 | Sheet Lightning (Battle-Scarred),3.04,0.1826099211325817,1,0,3.04,1.0,-2.04
M4A4 | Sheet Lightning (Factory New),31.72,0.1135121970737414,2,0,31.72,21.0,-10.719999999999999
M4A4 | Sheet Lightning (Field-Tested),4.066666666666666,0.0866246462197011,0,0,4.066666666666666,2.0,-2.0666666666666664
M4A4 | Sheet Lightning (Minimal Wear),15.1,0.0772111781934854,0,0,15.1,8.0,-7.1
M4A4 | Sheet Lightning (Well-Worn),3.733333333333333,0.1339193881532046,0,0,3.733333333333333,2.0,-1.733333333333333
M4A4 | Spider Lily (Battle-Scarred),2.4266666666666667,0.1067109467314709,0,0,2.4266666666666667,2.381246601919026,-0.0454200647476406
M4A4 | Spider Lily (Factory New),66.91333333333333,0.1053310472304496,1,0,66.91333333333333,64.88619196829251,-2.027141365040819
M4A4 | Spider Lily (Field-Tested),4.306666666666667,0.1212895582066042,2,0,4.306666666666667,4.090716476083681,-0.21595019058298526
M4A4 | Spider Lily (Minimal Wear),11.626666666666669,0.1186479066204045,2,0,11.626666666666669,10.984652074543027,-0.6420145921236422
M4A4 | Spider Lily (Well-Worn),2.82,0.1658977668593362,0,0,2.82,2.6775034675024876,-0.14249653249751226
M4A4 | Steel Work (Battle-Scarred),0.0,,0,0,0.0,0.0,0.0
M4A4 | Steel Work (Field-Tested),0.0,,0,0,0.0,0.0,0.0
M4A4 | Steel Work (Minimal Wear),0.0,,0,0,0.0,0.0,0.0
M4A4 | Steel Work (Well-Worn),0.0,,0,0,0.0,0.0,0.0
M4A4 | Temukau (Battle-Scarred),6.233333333333333,0.126597730530894,1,0,6.233333333333333,5.981450835489551,-0.25188249784378236
M4A4 | Temukau (Factory New),115.74666666666668,0.04481515037201,0,0,115.74666666666668,104.0,-11.746666666666684
M4A4 | Temukau (Field-Tested),9.88,0.0899189709845506,1,0,9.88,9.624101835406032,-0.25589816459396886
M4A4 | Temukau (Minimal Wear),37.18,0.0304699711837882,0,0,37.18,35.0,-2.1799999999999997
M4A4 | Temukau (Well-Worn),9.18,0.1128806747534632,1,0,9.18,9.154992688774563,-0.02500731122543698
M4A4 | The Battlestar (Battle-Scarred),7.964788732394366,0.1212157179464944,1,0,7.964788732394366,7.864146319958074,-0.1006424124362919
M4A4 | The Battlestar (Factory New),95.02666666666669,0.121284280869817,1,0,95.02666666666669,92.66477227440262,-2.3618943922640625
M4A4 | The Battlestar (Field-Tested),7.666666666666667,0.1439850082761191,2,0,7.666666666666667,7.666666666666667,0.0
M4A4 | The Battlestar (Minimal Wear),19.3,0.1511477712600324,2,0,19.3,18.554206026507252,-0.7457939734927486
M4A4 | The Battlestar (Well-Worn),11.413533834586469,0.1056472938872279,1,0,11.413533834586469,10.803801133638594,-0.609732700947875
M4A4 | The Coalition (Battle-Scarred),26.97986577181208,0.1477495246332067,3,0,26.97986577181208,26.97986577181208,0.0
M4A4 | The Coalition (Factory New),1032.0866666666666,0.0582112732216383,0,0,1032.0866666666666,1026.3787277535948,-5.707938913071757
M4A4 | The Coalition (Field-Tested),122.0,0.0948223297594438,0,0,122.0,120.50637516831812,-1.4936248316818848
M4A4 | The Coalition (Minimal Wear),301.22,0.0825017971671971,0,0,301.22,292.9098519983505,-8.310148001649509
M4A4 | The Coalition (Well-Worn),37.086666666666666,0.1250222801902695,1,0,37.086666666666666,37.086666666666666,0.0
M4A4 | The Emperor (Battle-Scarred),13.346666666666666,0.0638838611646554,0,0,13.346666666666666,12.768561093123092,-0.5781055735435743
M4A4 | The Emperor (Factory New),285.7933333333333,0.0813676478790417,0,0,285.7933333333333,278.0,-7.793333333333294
M4A4 | The Emperor (Field-Tested),15.386666666666668,0.0642704878161975,0,0,15.386666666666668,15.246077810583486,-0.14058885608318228
M4A4 | The Emperor (Minimal Wear),55.36,0.0698875458242388,0,0,55.36,53.0,-2.3599999999999994
M4A4 | The Emperor (Well-Worn),14.113333333333332,0.0685093342621683,0,0,14.113333333333332,14.02500053972103,-0.0883327936123024
M4A4 | Tooth Fairy (Factory New),17.26,0.1402216676611327,2,0,17.26,14.0,-3.2600000000000016
M4A4 | Tooth Fairy (Field-Tested),1.8066666666666664,0.1588578177996749,3,0,1.8066666666666664,1.438905379685732,-0.36776128698093435
M4A4 | Tooth Fairy (Minimal Wear),4.02,0.0859185433422249,0,0,4.02,3.960608796361854,-0.05939120363814565
M4A4 | Tooth Fairy (Well-Worn),2.006666666666667,0.1153010607195764,1,0,2.006666666666667,1.7068178470325437,-0.29984881963412313
M4A4 | Tornado (Battle-Scarred),4.052238805970149,0.0981018104627558,1,0,4.052238805970149,3.960608796361854,-0.09163000960829537
M4A4 | Tornado (Factory New),195.0774647887324,0.2266960584141969,3,0,195.0774647887324,187.68686414911141,-7.390600639620999
M4A4 | Tornado (Field-Tested),4.986666666666666,0.084533152206152,0,0,4.986666666666666,4.616585227577521,-0.37008143908914537
M4A4 | Tornado (Minimal Wear),23.39333333333333,0.0747652170911572,1,0,23.39333333333333,23.0,-0.39333333333333087
M4A4 | Tornado (Well-Worn),5.013698630136986,0.1548168011932934,3,0,5.013698630136986,4.677703537593261,-0.33599509254372517
M4A4 | Turbine (Battle-Scarred),0.0,,0,0,0.0,0.0,0.0
M4A4 | Turbine (Factory New),14.633333333333333,0.2002885596094325,3,0,14.633333333333333,14.0,-0.6333333333333329
M4A4 | Turbine (Minimal Wear),2.2266666666666666,0.2490870020756993,6,0,2.2266666666666666,1.9987560416513883,-0.22791062501527826
M4A4 | Urban DDPAT (Battle-Scarred),0.0,,0,0,0.0,0.0,0.0
M4A4 | Urban DDPAT (Factory New),9.4,0.1780703518511789,4,0,9.4,9.182920405073185,-0.2170795949268154
M4A4 | Urban DDPAT (Field-Tested),0.0,,0,0,0.0,0.0,0.0
M4A4 | Urban DDPAT (Minimal Wear),0.0066666666666666,,7,0,0.0066666666666666,0.0,-0.0066666666666666
M4A4 | Urban DDPAT (Well-Worn),0.0,,0,0,0.0,0.0,0.0
M4A4 | X-Ray (Factory New),127.96666666666668,0.117454623572937,2,0,127.96666666666668,127.96666666666668,0.0
M4A4 | X-Ray (Field-Tested),26.746666666666663,0.1088487838840973,1,0,26.746666666666663,26.746666666666663,0.0
M4A4 | X-Ray (Minimal Wear),39.23333333333333,0.1063573580242258,0,0,39.23333333333333,38.18338252065174,-1.0499508126815869
M4A4 | Zirka (Factory New),70.98630136986301,0.0998667142991485,1,0,70.98630136986301,68.70186520821056,-2.284436161652451
M4A4 | Zirka (Field-Tested),28.613333333333333,0.0569484588113497,0,0,28.613333333333333,22.0,-6.613333333333333
M4A4 | Zirka (Minimal Wear),32.666666666666664,0.0542880674583046,0,0,32.666666666666664,30.918841937599964,-1.7478247290667
M4A4 | Zirka (Well-Worn),45.042735042735046,0.2515378771227499,4,0,45.042735042735046,43.849706279819664,-1.1930287629153824
M4A4 | 龍王 (Dragon King) (Battle-Scarred),9.473333333333333,0.0595367125566842,0,0,9.473333333333333,9.182920405073185,-0.29041292826014775
M4A4 | 龍王 (Dragon King) (Factory New),72.63333333333334,0.0997886242270189,1,0,72.63333333333334,63.0,-9.63333333333334
M4A4 | 龍王 (Dragon King) (Field-Tested),9.253333333333334,0.0490812496774239,0,0,9.253333333333334,9.0,-0.25333333333333385
M4A4 | 龍王 (Dragon King) (Minimal Wear),18.386666666666667,0.0741166308633651,0,0,18.386666666666667,17.0,-1.3866666666666667
M4A4 | 龍王 (Dragon King) (Well-Worn),12.281481481481482,0.1095064561986718,2,0,12.281481481481482,11.984324674580225,-0.29715680690125623
MAC-10 | Acid Hex (Battle-Scarred),0.0,,0,0,0.0,0.0,0.0
MAC-10 | Acid Hex (Factory New),0.0133333333333333,,8,0,0.0133333333333333,0.0,-0.0133333333333333
MAC-10 | Acid Hex (Field-Tested),0.0,,0,0,0.0,0.0,0.0
MAC-10 | Acid Hex (Minimal Wear),0.0,,0,0,0.0,0.0,0.0
MAC-10 | Acid Hex (Well-Worn),0.0,,0,0,0.0,0.0,0.0
MAC-10 | Allure (Battle-Scarred),0.0,,0,0,0.0,0.0,0.0
MAC-10 | Allure (Factory New),1.5466666666666666,0.1645043080653818,3,0,1.5466666666666666,1.3440008808260904,-0.20266578584057626
MAC-10 | Allure (Field-Tested),0.0,,0,0,0.0,0.0,0.0
MAC-10 | Allure (Minimal Wear),0.0,,0,0,0.0,0.0,0.0
MAC-10 | Allure (Well-Worn),0.0,,0,0,0.0,0.0,0.0
MAC-10 | Aloha (Factory New),5.36,0.1834918614362228,2,0,5.36,5.256377769995001,-0.1036222300049996
